WMO Region;Country;Station;Latitude;Longitude;Elevation;WMO Index
Europe;Finland;Virolahti;60.5333328247;27.6833324432;4;0-20008-0-VIR
Europe;Germany;Waldhof-Langenbrügge;52.800867;10.75623;74;0-20008-0-WAL
Europe;Germany;Arkona;54.6666679382;13.4166669846;42;0-20008-0-AKN
Europe;Germany;Lindenberg;52.2166671753;14.1166667938;112;0-20008-0-LIN
Europe;Norway;Murchison Bay;80;18;-1;0-20008-0-MUB
Europe;Spain;Noia;42.720556;-8.923611;685;0-20008-0-NIA
Europe;Austria;Gross-Enzersdorf;48.2000007629;16.5699996948;156;0-20008-0-GED
Europe;Sweden;Norra Kvill;57.8166656494;15.5666666031;261;0-20008-0-NKV
Europe;Italy;CETEMPS/DSFC Università Degli Studi dell'Aquila;42.3683013916;13.3505001068;656;0-20008-0-CEO
Europe;Italy;Trapani;37.9166679382;12.5;7;0-20008-0-TRP
Europe;Sweden;Gårdsjön;58.0499992371;12.0166664124;113;0-20008-0-GDS
Europe;Russian Federation;Janiskoski;68.9333343506;28.8500003815;118;0-20008-0-JNS
Europe;Denmark;Scoresbysund;70.48444444;-21.95111111;25;0-20008-0-SCB
Europe;Russian Federation;Murmansk;68.9666671753;33.0499992371;46;0-20008-0-MRM
Europe;Croatia;Zadar;44.1333351135;15.2166662216;5;0-20008-0-ZAD
Europe;France;Mont Louis;42.5;2.1300001144;1650;0-20008-0-MOL
Europe;Germany;Schmuecke;50.6500015259;10.7700004578;937;0-20008-0-SMU
Europe;Russian Federation;Pinega;64.6999969482;43.4000015259;28;0-20008-0-PIN
Europe;Denmark;Site J;66.5;-46.2000007629;2030;0-20008-0-GRL
Europe;Germany;Falkenberg;52.1666679382;14.1166667938;73;0-20008-0-DFA
Europe;Portugal;Beja;38.0200004578;-7.8699998856;246;0-20008-0-BEJ
Europe;Austria;Sonnblick;47.0538902283;12.9588890076;3106;0-20008-0-SNB
Europe;Portugal;Viana do Castelo;41.7000007629;-8.8000001907;16;0-20008-0-VDC
Europe;Russian Federation;Shadzhatmaz (Novopyatigorsk);43.7299995422;42.5999984741;2070;0-20008-0-SDM
Europe;Netherlands;Cesar (Cabauw);51.9710006714;4.9270000458;-1;0-20008-0-CES
Europe;Denmark;Faeroerne-Akraber;61.4000015259;-6.6666665077;90;0-20008-0-FAA
Europe;United Kingdom (the);Tacolneston Tall Tower;52.5177;1.1386;56;0-20008-0-TAC
Europe;Denmark;Anholt;56.7166671753;11.5166664124;40;0-20008-0-ANH
Europe;Norway;Prestebakke;59;11.5333337784;160;0-20008-0-PRB
Europe;United Kingdom (the);Lullington Heath;52;0.5;50;0-20008-0-LNH
Europe;Finland;Oulanka;66.3199996948;29.3999996185;310;0-20008-0-OUX
Europe;Denmark;Sepstrup Sande;56.0833320618;9.6000003815;60;0-20008-0-SSS
Europe;France;MOZAIC-IAGOS Paris Roissy Airport;49;2.5799999237;118;0-20008-0-CDG
Europe;Romania;Stana de Vale;46.6898199891;22.6233821978;1108;0-20008-0-STN
Europe;Austria;Illmitz;47.7666664124;16.7666664124;117;0-20008-0-ILL
Europe;Finland;Hyytiälä;61.84738441;24.2947798;181;0-20008-0-SMR
Europe;Ukraine;Lvov;49.5099983215;24.0300006866;329;0-20008-0-LVO
Europe;Germany;Maisach;48.2089996338;11.2580003738;516;0-20008-0-MUC
Europe;United Kingdom (the);Great Dun Fell;54.6833343506;-2.4500000477;847;0-20008-0-GDF
Europe;Italy;Brindisi;40.6333351135;17.9500007629;5;0-20008-0-BRD
Europe;Sweden;Vindeln;64.2333297729;19.7666664124;225;0-20008-0-VDL
Europe;Malta;Giordan Lighthouse;36.0722;14.2184;167;0-20008-0-GLH
Europe;Netherlands;Kloosterburen;53.4000015259;6.4200000763;null;0-20008-0-KTB
Europe;Latvia;Riga;57.1899986267;24.25;7;0-20008-0-RGA
Europe;Sweden;Onsala;57.4000015259;11.9300003052;null;0-20008-0-ONS
Europe;Slovenia;Krvavec;46.2973494817;14.5333143774;1740;0-20008-0-KVV
Europe;Turkey;Cubuk II;40.5;33;1169;0-20008-0-TRU
Europe;Austria;Vorhegg;46.6786117554;12.974439621;1020;0-20008-0-VOH
Europe;Hungary;K-Puszta;46.9666671753;19.5833339691;125;0-20008-0-KPS
Europe;Finland;HELSINKI KAISANIEMI;60.1752777778;24.9447222222;4;0-20000-0-02978
Europe;Romania;LUGOJ;45.6865410804;21.933284932;123;0-20000-0-15270
Europe;Italy;PIAN ROSA;45.935;7.7061111111;3480;0-20000-0-16052
Europe;Russian Federation;KOZ'MODEM'JANSK;56.3333333333;46.5833333333;108.3;0-20000-0-27479
Europe;Azerbaijan;JULFA;38.95;45.6333333333;714;0-20000-0-37947
Europe;Germany;NIEDERSTETTEN;49.3894444444;9.9666666667;473;0-20000-0-10743
Europe;Italy;BRIC DELLA CROCE;45.0333333333;7.7316666667;709;0-20000-0-16061
Europe;Portugal;FLORES (ACORES);39.4573;-31.13079;28;0-20000-0-08501
Europe;Italy;MILANO MALPENSA;45.63;8.7230555556;234;0-20000-0-16066
Europe;Russian Federation;TSYP-NAVOLOK;69.7213888889;33.0927777778;7;0-20000-0-22012
Europe;Norway;PASVIK;69.4552777778;30.0411111111;27;0-20000-0-01084
Europe;Finland;HANKO RUSSARO;59.7736111111;22.9519444444;5;0-20000-0-02982
Europe;United Kingdom (the);BOULMER;55.4208333333;-1.6013888889;22.9;0-20000-0-03240
Europe;France;CARCASSONNE;43.2152777778;2.2955555556;132;0-20000-0-07635
Europe;Italy;REGGIO CALABRIA;38.0719444444;15.6536111111;29;0-20000-0-16422
Europe;Turkey;GOKCEADA;40.2;25.8833333333;null;0-20000-0-17109
Europe;Denmark;SINDAL FLYVEPLADS;57.5044444444;10.2227777778;28.04;0-20000-0-06034
Europe;Croatia;OSIJEK/KLISA;45.4677777778;18.8063888889;89;0-20000-0-14284
Europe;Denmark;TYLSTRUP;57.1852777778;9.9525;13;0-20000-0-06031
Europe;Germany;KYRITZ;52.9361111111;12.4091666667;40;0-20000-0-10267
Europe;Italy;ISOLA STROMBOLI;38.8025;15.2341666667;75;0-20000-0-16416
Europe;Azerbaijan;ORDUBAD;38.9166666667;46.0166666667;785;0-20000-0-37957
Europe;Austria;LUNZ;47.8544444444;15.0675;611.9;0-20000-0-11170
Europe;Hungary;TOKOL;47.35;18.9833333333;100;0-20000-0-12844
Europe;Romania;BOITA;45.6529638084;24.2715547534;518;0-20000-0-15277
Europe;Turkey;SIVAS;39.75;37.0166666667;1285;0-20000-0-17090
Europe;Azerbaijan;IMISHLY;39.8666666667;48.05;-3;0-20000-0-37914
Europe;Norway;SANDHAUG;60.1838888889;7.4813888889;1250;0-20000-0-01352
Europe;United Kingdom (the);GREAT DUN FELL NO2;54.6841666667;-2.4513888889;847;0-20000-0-03227
Europe;Spain;ALHAURIN EL GRANDE;36.6133333333;-4.6591666667;1147;0-20000-0-08475
Europe;Russian Federation;KRASNODAR;45.0333333333;39.15;34;0-20000-0-34929
Europe;Russian Federation;VOLOKOLAMSK;56.0166666667;35.9333333333;196;0-20000-0-27502
Europe;Hungary;TAT;47.75;18.6;108;0-20000-0-12847
Europe;United Kingdom (the);LARKHILL;51.2016666667;-1.8058333333;132;0-20000-0-03743
Europe;Switzerland;ANDERMATT;46.6308333333;8.5805555556;1438;0-20000-0-06695
Europe;France;MURET-LHERM;43.4513888889;1.2619444444;190;0-20000-0-07628
Europe;Turkey;ERZURUM;39.95;41.1666666667;1755;0-20000-0-17096
Europe;Turkey;AKINCI;40.0666666667;32.5666666667;843;0-20000-0-17127
Europe;Sweden;KARLSKRONA-SODERSTJERNA;56.1430555556;15.5866666667;2.4;0-20000-0-02667
Europe;France;NIMES-RADAR;43.8061111111;4.5027777778;71;0-20000-0-07658
Europe;Portugal;SANTA MARIA (ACORES);36.97319;-25.17279;96;0-20000-0-08515
Europe;Russian Federation;SASOVO;54.3666666667;41.9333333333;114;0-20000-0-27745
Europe;Sweden;ROPARUDDEN;66.4861111111;16.4172222222;481;0-20000-0-02130
Europe;Italy;MONTE BISBINO;45.8733333333;9.0652777778;1322;0-20000-0-16073
Europe;Switzerland;ST-PREX;46.4836111111;6.4430555556;425;0-20000-0-06706
Europe;Croatia;PAZIN;45.2408333333;13.9452777778;291;0-20000-0-14308
Europe;Russian Federation;KOLOMNA;55.1333333333;38.7333333333;112;0-20000-0-27625
Europe;Russian Federation;KASIRA;54.8333333333;38.15;221;0-20000-0-27627
Europe;Iceland;REYKJAVIK (4030-0);64.1333333333;-21.9;54;0-20000-0-04030
Europe;Germany;REGENSBURG;49.0422222222;12.1019444444;365.4;0-20000-0-10776
Europe;Turkey;BURSA;40.1833333333;29.0666666667;100;0-20000-0-17116
Europe;Denmark;HALD VEST;56.5605555556;10.0927777778;87.59;0-20000-0-06049
Europe;France;NIMES-COURBESSAC;43.8569444444;4.4063888889;60;0-20000-0-07645
Europe;Turkey;YENISEHIR;40.2333333333;29.5333333333;232;0-20000-0-17118
Europe;Russian Federation;LUKOJANOV;55.0333333333;44.5;217;0-20000-0-27665
Europe;Norway;HYNNEKLEIV;58.6005555556;8.4161111111;162;0-20000-0-01453
Europe;Czech Republic;OSTRAVA/MOSNOV;49.69194444;18.11277778;257;0-20000-0-11782
Europe;Croatia;RAB;44.7555555556;14.7694444444;24;0-20000-0-14321
Europe;Italy;PIACENZA S. DAMIANO;44.9091666667;9.7277777778;138;0-20000-0-16084
Europe;Portugal;PONTA DELGADA/NORDELA (ACORES);37.74442;-25.69686;77;0-20000-0-08512
Europe;Finland;SALO KIIKALA AIRFIELD;60.4641666667;23.6497222222;117;0-20000-0-02777
Europe;Finland;HAILUOTO MARJANIEMI;65.0397222222;24.5611111111;7;0-20000-0-02873
Europe;Germany;STRAUBING;48.8275;12.5597222222;350;0-20000-0-10788
Europe;Romania;SEMENIC;45.1813946584;22.055804611;1432;0-20000-0-15315
Europe;Italy;CATANIA FONTANAROSSA;37.4666666667;15.0638888889;12;0-20000-0-16460
Europe;Italy;CONCORDIA SAGITTARIA;45.7611111111;12.8569444444;1;0-20000-0-16107
Europe;Italy;LAMPEDUSA;35.4980555556;12.6183333333;21;0-20000-0-16490
Europe;Belgium;BRUSSELS NATIONAL (AIRPORT);50.8963888889;4.5272222222;56.1;0-20000-0-06451
Europe;Germany;HANNOVER;52.4658333333;9.6797222222;55;0-20000-0-10338
Europe;Croatia;ZADAR/ZEMUNIK;44.0969444444;15.3627777778;82;0-20000-0-14431
Europe;Romania;TULCEA;45.1905064849;28.8241607619;4.36;0-20000-0-15335
Europe;Ukraine;NIZHYN;51.05;31.9;124;0-20000-0-33246
Europe;Norway;ROTVAER;68.3677777778;15.9427777778;8;0-20000-0-01105
Europe;Finland;KUOPIO MAANINKA;63.1433333333;27.3130555556;90;0-20000-0-02788
Europe;Denmark;OEDUM;56.3027777778;10.1272222222;60.33;0-20000-0-06072
Europe;Belgium;BEAUVECHAIN;50.7455555556;4.7633333333;112.8;0-20000-0-06458
Europe;Croatia;KNIN;44.0408333333;16.2069444444;255;0-20000-0-14442
Europe;Russian Federation;ZHIZHGIN;65.2;36.8166666667;25.47;0-20000-0-22438
Europe;Norway;ORLAND III (1241-0);63.7002777778;9.6011111111;10;0-20000-0-01241
Europe;Norway;PORSGRUNN;59.0872222222;9.66;90;0-20000-0-01462
Europe;Germany;TUERKHEIM (RADAR);48.5852777778;9.7827777778;735.6;0-20000-0-10832
Europe;Serbia;NOVI SAD RIMSKI SANCEVI;45.3333333333;19.85;86;0-20000-0-13168
Europe;Croatia;SIBENIK;43.7280555556;15.9063888889;77;0-20000-0-14438
Europe;Denmark;FLYVESTATION KARUP;56.2933333333;9.1138888889;52.12;0-20000-0-06060
Europe;Sweden;KALMAR;56.6833333333;16.3;6;0-20000-0-02670
Europe;Iceland;HJARDARLAND;64.25;-20.4166666667;101;0-20000-0-04042
Europe;Austria;NEUMARKT;47.0697222222;14.4247222222;869.1;0-20000-0-11220
Europe;Ukraine;SEMENOVKA;52.1833333333;32.5833333333;160;0-20000-0-33049
Europe;France;DINARD;48.5888888889;-2.0758333333;67;0-20000-0-07125
Europe;Norway;VARDO AP;70.3544444444;31.0438888889;12.8;0-20000-0-01099
Europe;Sweden;HOBURG A;56.9211111111;18.1505555556;34.3;0-20000-0-02679
Europe;France;COLLOBRIERES-RADAR;43.2166666667;6.3727777778;641;0-20000-0-07671
Europe;Portugal;CABO CARVOEIRO;39.35;-9.4;32;0-20000-0-08530
Europe;Finland;SUOMUSSALMI PESIO;64.9313888889;28.7466666667;223;0-20000-0-02889
Europe;Denmark;VESTER VEDSTED;55.2911111111;8.655;3.21;0-20000-0-06093
Europe;Slovakia;TELGART;48.85;20.1833333333;901;0-20000-0-11938
Europe;Italy;CHIAVARI;44.3261111111;9.3472222222;29;0-20000-0-16123
Europe;Turkey;USAK MEYDAN;38.6666666667;29.4666666667;null;0-20000-0-17185
Europe;Romania;CAMPINA;45.1437043659;25.7334257925;461;0-20000-0-15349
Europe;Italy;CAGLIARI ELMAS;39.2436111111;9.06;4;0-20000-0-16560
Europe;Norway;KONGSVINGER;60.1902777778;12.0066666667;148;0-20000-0-01468
Europe;Finland;UTSJOKI KEVO KEVOJARVI;69.7569444444;27.0119444444;76;0-20000-0-02890
Europe;Greenland;MITTARFIK MANIITSOQ (SUKKERTOPPEN LUFTHAVN);65.4166666667;-52.9333333333;27.74;0-20000-0-04241
Europe;Denmark;HAVNEBY;55.0861111111;8.5644444444;3;0-20000-0-06099
Europe;Italy;CAPO CARBONARA;39.1038888889;9.5136111111;116;0-20000-0-16564
Europe;Denmark;SLETTERHAGE FYR;56.0955555556;10.5136111111;4.27;0-20000-0-06073
Europe;Turkey;KIRSEHIR;39.15;34.1666666667;1000;0-20000-0-17160
Europe;Ukraine;SUMY;50.85;34.6666666667;180;0-20000-0-33275
Europe;Italy;LIMONE COLLE DI TENDA;44.1788888889;7.5683333333;1232;0-20000-0-16115
Europe;Ukraine;BRODY;50.1;25.15;227;0-20000-0-33297
Europe;Germany;MAGDEBURG;52.1030555556;11.5825;76;0-20000-0-10361
Europe;Austria;ST.VEIT/GLAN;46.7391666667;14.3855555556;462.6;0-20000-0-11237
Europe;Ukraine;NOVOHRAD-VOLYNS'KYI;50.6;27.6333333333;216;0-20000-0-33312
Europe;Russian Federation;MICURINSK;52.8833333333;40.4833333333;148;0-20000-0-27935
Europe;Slovakia;LUCENEC;48.3333333333;19.7333333333;214;0-20000-0-11927
Europe;Turkey;VAN/FERITMELEN;38.4666666667;43.35;1671;0-20000-0-17170
Europe;Russian Federation;TAMBOV (27947-0);52.8;41.3333333333;126.66;0-20000-0-27947
Europe;Ukraine;KIEV;50.4;30.5666666667;166;0-20000-0-33345
Europe;Russian Federation;BELINSKIJ;52.9666666667;43.4;204.74;0-20000-0-27955
Europe;Ukraine;YAHOTYN;50.2166666667;31.8;125;0-20000-0-33356
Europe;Finland;INARI SEITALAASSA;69.0483333333;27.7569444444;120;0-20000-0-02888
Europe;Germany;BARUTH;52.0613888889;13.4997222222;54.6;0-20000-0-10376
Europe;Russian Federation;PADANY;63.2666666667;33.4166666667;130;0-20000-0-22619
Europe;Austria;ST. RADEGUND;47.1822222222;15.4897222222;726.3;0-20000-0-11242
Europe;Norway;REIPA;66.9033333333;13.6458333333;9;0-20000-0-01114
Europe;Norway;NORDOYAN LH;64.7975;10.5491666667;33;0-20000-0-01262
Europe;Sweden;KARLSBORG;58.5136111111;14.5072222222;94.5;0-20000-0-02544
Europe;Denmark;ASKOV;55.4713888889;9.1122222222;62;0-20000-0-06109
Europe;Switzerland;TITLIS;46.7705555556;8.4258333333;3040;0-20000-0-06740
Europe;Austria;WEISSENSEE/GATSCHACH;46.7186111111;13.2858333333;949;0-20000-0-11263
Europe;Russian Federation;VERHNJAJA TOJMA;62.2333333333;45.0166666667;54.2;0-20000-0-22778
Europe;Denmark;FLYVESTATION SKRYDSTRUP;55.2252777778;9.2633333333;42.98;0-20000-0-06110
Europe;Russian Federation;PETROZAVODSK;61.8166666667;34.2666666667;110;0-20000-0-22820
Europe;Bosnia and Herzegovina;TUZLA;44.542016;18.68509;300;0-20000-0-14557
Europe;Russian Federation;PUDOZ;61.8;36.5833333333;44;0-20000-0-22831
Europe;Sweden;LULEA-KALLAX (2185-0);65.5433333333;22.1144444444;17;0-20000-0-02185
Europe;Sweden;GARDSJO;58.8772222222;14.3905555556;210.82;0-20000-0-02546
Europe;Switzerland;ST. CHRISCHONA;47.5716666667;7.6872222222;493;0-20000-0-06600
Europe;Germany;LUEDENSCHEID;51.245158;7.642497;386.7;0-20000-0-10418
Europe;Serbia;POZEGA UZICKA;43.8333333333;20.0333333333;310;0-20000-0-13370
Europe;Bosnia and Herzegovina;LIVNO;43.822593;17.001041;722;0-20000-0-14640
Europe;Turkey;KAYSERI BOLGE;38.6833333333;35.4833333333;1096;0-20000-0-17196
Europe;Bosnia and Herzegovina;ZENICA;44.202168;17.900448;341;0-20000-0-14549
Europe;Greece;FLORINA;40.8047;21.4281;619.4;0-20000-0-16613
Europe;Russian Federation;EFIMOVSKAJA;59.5;34.7;173;0-20000-0-26099
Europe;Norway;VERLEGENHUKEN;80.0591666667;16.25;8;0-20000-0-01002
Europe;Finland;KITTILA POKKA;68.1697222222;25.7830555556;275;0-20000-0-02717
Europe;Greenland;UKIIVIT;62.5780555556;-50.4061111111;22.23;0-20000-0-04253
Europe;Germany;FUERSTENZELL;48.5452777778;13.3530555556;476.4;0-20000-0-10895
Europe;Poland;PETROBALTIC BETA;55.4808333333;18.1825;46;0-20000-0-12001
Europe;Belgium;SPA/LA SAUVENIERE;50.4786111111;5.91;470;0-20000-0-06490
Europe;Slovakia;KOJSOVSKA HOLA;48.7833333333;20.9833333333;1244;0-20000-0-11958
Europe;Ukraine;MYRONIVKA;49.6666666667;31;151;0-20000-0-33466
Europe;Sweden;SUNDSVALL HARNOSAND (2366-0);62.5227777778;17.4494444444;5;0-20000-0-02366
Europe;United Kingdom (the);FAIR ISLE;59.5263888889;-1.6275;68;0-20000-0-03008
Europe;Greenland;SIORALIK;65.0166666667;-52.55;12;0-20000-0-04242
Europe;France;CAP CORSE;43.0038888889;9.3594444444;72;0-20000-0-07785
Europe;Slovakia;KOSICE;48.6666666667;21.2166666667;230;0-20000-0-11968
Europe;Ukraine;IVANO-FRANKIVS'K;48.9666666667;24.4;275;0-20000-0-33526
Europe;Norway;STEINKJER;64.0222222222;11.4505555556;6;0-20000-0-01277
Europe;Greenland;QAQORTOQ (JULIANEHAAB);60.7155555556;-46.0433333333;56.5;0-20000-0-04272
Europe;Switzerland;GRONO;46.255;9.1638888889;323.52;0-20000-0-06758
Europe;France;BEAUCOUZE;47.4788888889;-0.6144444444;50;0-20000-0-07230
Europe;Serbia;DIMITROVGRAD (13397-0);43.0166666667;22.75;448;0-20000-0-13397
Europe;Russian Federation;KONOSHA;60.9852777778;40.2575;225.5;0-20000-0-22951
Europe;Moldova (the Republic of);FALESTI;47.5833333333;27.7;null;0-20000-0-33744
Europe;Moldova (the Republic of);BALTI;47.7833333333;27.95;null;0-20000-0-33745
Europe;Germany;GARMISCH-PARTENKIRCHEN;47.4830555556;11.0622222222;719;0-20000-0-10963
Europe;Greece;ARTA (HALKIADES);39.1666666667;21;10;0-20000-0-16654
Europe;Russian Federation;ANAPA;44.8833333333;37.2833333333;29.61;0-20000-0-37001
Europe;Russian Federation;KARGOPOL';61.5066666667;38.9347222222;124;0-20000-0-22845
Europe;Switzerland;BASEL / BINNINGEN;47.5411111111;7.5836111111;316.17;0-20000-0-06601
Europe;Portugal;VISEU;40.71493;-7.89592;644;0-20000-0-08560
Europe;Austria;MURAU;47.1111111111;14.1769444444;815.6;0-20000-0-11280
Europe;Germany;SCHLESWIG (10035-1);54.527539;9.548666;47;0-20001-0-10035
Europe;Ukraine;CHERNIVTSI;48.3666666667;25.9;242;0-20000-0-33658
Europe;Russian Federation;VILEGODSKOE;61.1208333333;47.9938888889;68.53;0-20000-0-22889
Europe;Norway;MAJAVATN V;65.1661111111;13.3666666667;319;0-20000-0-01132
Europe;United Kingdom (the);SCAMPTON;53.3069444444;-0.5480555556;61.6;0-20000-0-03373
Europe;Austria;GRAZ UNIVERSITAET;47.0777777778;15.4488888889;366.7;0-20000-0-11290
Europe;Serbia;CUPRIJA;43.9333333333;21.3833333333;123;0-20000-0-13384
Europe;Bosnia and Herzegovina;SARAJEVO-BJELAVE;43.867857;18.422909;632;0-20000-0-14654
Europe;Italy;S. PIETRO CAPOFIUME RDS;44.6538888889;11.6225;10;0-20000-0-16144
Europe;Moldova (the Republic of);CAMENCA;48.0333333333;28.7;null;0-20000-0-33679
Europe;Russian Federation;OLONEC;60.9833333333;32.9833333333;11;0-20000-0-22912
Europe;Norway;SVALBARD AP;78.25;15.4666666667;28;0-20000-0-01008
Europe;Norway;APELSVOLL;60.7002777778;10.8683333333;264;0-20000-0-01381
Europe;Finland;ENONTEKIO KILPISJARVI;69.0494444444;20.7911111111;480;0-20000-0-02801
Europe;Greenland;MITTARFIK NARSARSUAQ (4270-0);61.1666666667;-45.4166666667;34.14;0-20000-0-04270
Europe;France;NANTES-BOUGUENAIS;47.15;-1.6088888889;27;0-20000-0-07222
Europe;Germany;ALTENSTADT;47.8341666667;10.8666666667;756;0-20000-0-10954
Europe;Serbia;NIS;43.3333333333;21.9;203;0-20000-0-13388
Europe;Switzerland;BIEL;47.1202777778;7.2575;433;0-20000-0-06607
Europe;Switzerland;ACQUAROSSA / COMPROVASCO;46.4594444444;8.9355555556;575.32;0-20000-0-06756
Europe;Serbia;LESKOVAC;42.9833333333;21.95;230;0-20000-0-13389
Europe;Russian Federation;MAJKOP;44.6166666667;40.0833333333;215.27;0-20000-0-37021
Europe;Germany;WERNIGERODE;51.845421;10.768627;233.1;0-20000-0-10454
Europe;Austria;ISCHGL/IDALPE;46.9825;10.3172222222;2327;0-20000-0-11310
Europe;Turkey;AYDIN;37.85;27.85;55;0-20000-0-17234
Europe;United Kingdom (the);WAINFLEET NO2;53.0883333333;0.2708333333;3;0-20000-0-03392
Europe;Romania;IEZER;47.6025812783;24.6490206127;1785;0-20000-0-15033
Europe;Romania;GURA PORTITEI;44.6898373603;28.9989878847;2;0-20000-0-15428
Europe;Denmark;HESSELOE;56.1961111111;11.71;16.39;0-20000-0-06165
Europe;Austria;HOLZGAU;47.2575;10.3386111111;1092;0-20000-0-11315
Europe;Norway;HELLIGVAER II;67.4047222222;13.8955555556;24;0-20000-0-01144
Europe;Finland;YLITORNIO MELTOSJARVI;66.5294444444;24.6497222222;93;0-20000-0-02812
Europe;Romania;SLOBOZIA;44.5527589143;27.3835630226;51.18;0-20000-0-15425
Europe;Norway;MELSOM;59.2297222222;10.3480555556;26;0-20000-0-01481
Europe;Finland;KITTILA LEVITUNTURI;67.7847222222;24.8530555556;522;0-20000-0-02723
Europe;Finland;SIILINJARVI KUOPIO AIRPORT;63.0083333333;27.7994444444;96;0-20000-0-02917
Europe;Spain;PONTEVEDRA;42.4383333333;-8.6158333333;108;0-20000-0-08044
Europe;Russian Federation;LAL'SK;60.7;47.6;83.85;0-20000-0-22983
Europe;Denmark;GEDSER;54.5686111111;11.9436111111;3.26;0-20000-0-06149
Europe;Austria;SCHROECKEN;47.2616666667;10.0861111111;1243.9;0-20000-0-11306
Europe;Montenegro;NIKSIC;42.7666666667;18.95;647;0-20000-0-13459
Europe;Norway;KVITOYA;80.0722222222;31.5;10;0-20000-0-01011
Europe;Finland;UTSJOKI KEVO;69.7563888889;27.0066666667;107;0-20000-0-02805
Europe;United Kingdom (the);BEALACH NA BA NO2;57.4180555556;-5.6886111111;773;0-20000-0-03039
Europe;Montenegro;BAR;42.1;19.0833333333;4;0-20000-0-13461
Europe;Romania;BUCURESTI BANEASA;44.5104330044;26.0781904077;90;0-20000-0-15420
Europe;Russian Federation;BOROVICI;58.4166666667;33.9;87;0-20000-0-26291
Europe;Romania;BOTOSANI;47.7356532437;26.6455501701;161;0-20000-0-15020
Europe;Greece;ALIARTOS;38.3833333333;23.1;110;0-20000-0-16674
Europe;Moldova (the Republic of);CHISINAU;47.0166666667;28.9833333333;null;0-20000-0-33815
Europe;Russian Federation;TUAPSE (37018-0);44.1;39.0666666667;59.89;0-20000-0-37018
Europe;Russian Federation;OPOCHKA;56.7166666667;28.7166666667;97;0-20000-0-26456
Europe;Norway;HJARTASEN;66.4991666667;14.9538888889;251;0-20000-0-01150
Europe;Norway;TRYVANNSHOGDA;59.9844444444;10.6691666667;514;0-20000-0-01490
Europe;Romania;ROSIORII DE VEDE;44.1072133362;24.9787400713;102.15;0-20000-0-15470
Europe;Romania;CALIMANI RETITIS;47.0979189664;25.24618467;2022;0-20000-0-15088
Europe;Italy;AREZZO;43.4597222222;11.8455555556;248;0-20000-0-16172
Europe;Denmark;GNIBEN;56.0083333333;11.2783333333;14.39;0-20000-0-06169
Europe;Switzerland;BUFFALORA;46.6480555556;10.2672222222;1968;0-20000-0-06778
Europe;Norway;AKSELOYA;77.6886111111;14.7838888889;6;0-20000-0-01017
Europe;Austria;JENBACH;47.3888888889;11.7580555556;529.7;0-20000-0-11325
Europe;Latvia;LIEPAJA;56.4752777778;21.0205555556;3.54;0-20000-0-26406
Europe;Ukraine;IZMAIL;45.3666666667;28.85;28;0-20000-0-33889
Europe;Germany;OSCHATZ;51.295965;13.092837;150;0-20000-0-10480
Europe;Turkey;KARAMAN;37.2;33.2166666667;1023;0-20000-0-17246
Europe;Russian Federation;TEBERDA;43.45;41.7333333333;1328.04;0-20000-0-37193
Europe;Sweden;KVARN;58.6402777778;15.4336111111;71.9;0-20000-0-02561
Europe;Finland;JOENSUU LINNUNLAHTI;62.6016666667;29.7238888889;81;0-20000-0-02928
Europe;Macedonia (the former Yugoslav Republic of);KRIVA PALANKA;42.2;22.3333333333;691;0-20000-0-13493
Europe;Greece;CHIOS (AIRPORT);38.3453;26.142;4.42;0-20000-0-16706
Europe;Germany;DRESDEN-KLOTZSCHE;51.1291666667;13.7561111111;227;0-20000-0-10488
Europe;Macedonia (the former Yugoslav Republic of);TETOVO;42;20.9666666667;null;0-20000-0-13571
Europe;Romania;TARGU NEAMT;47.2121375672;26.3791903054;387;0-20000-0-15073
Europe;Italy;FALCONARA;43.6166666667;13.3602777778;15;0-20000-0-16191
Europe;Greece;TRIPOLIS (AIRPORT);37.5244444444;22.3969444444;644.21;0-20000-0-16710
Europe;Ukraine;HENICHES'K;46.1666666667;34.8166666667;14;0-20000-0-33910
Europe;United Kingdom (the);CAIRNGORM SUMMIT;57.1161111111;-3.6430555556;1237;0-20000-0-03065
Europe;Macedonia (the former Yugoslav Republic of);DEBAR;41.5166666667;20.5333333333;null;0-20000-0-13573
Europe;Romania;ORADEA;47.0357090098;21.8959240638;136;0-20000-0-15080
Europe;Ukraine;CHORNOMORS'KE;45.5166666667;32.7;9;0-20000-0-33924
Europe;Spain;BIELSA, REFUGIO DE PINETA;42.6677777778;0.0975;1240;0-20000-0-08927
Europe;Austria;STOCKERAU;48.3969444444;16.1925;203.3;0-20000-0-11027
Europe;Romania;HUEDIN;46.8573120648;23.0325446006;560;0-20000-0-15099
Europe;Italy;VITERBO (16216-0);42.4383333333;12.055;300;0-20000-0-16216
Europe;Greece;NAXOS;37.1013888889;25.3730555556;9;0-20000-0-16732
Europe;Turkey;MARDIN;37.3;40.7333333333;1050;0-20000-0-17275
Europe;Lithuania;LAUKUVA;55.6088888889;22.2394444444;165.39;0-20000-0-26518
Europe;Lithuania;SIAULIAI;55.9422222222;23.3311111111;105.87;0-20000-0-26524
Europe;Netherlands;D15-FA-1;54.3255555556;2.9358333333;42.7;0-20000-0-06201
Europe;Norway;TROMSO-HOLT;69.6522222222;18.9055555556;10;0-20000-0-01027
